district,name,party,zip
18A,Jeff Brand,DFL,56063
18A,Jeff Brand,DFL,56073
18A,Jeff Brand,DFL,56074
18A,Jeff Brand,DFL,56082
18B,Luke Frederick,DFL,56001
18B,Luke Frederick,DFL,56024
18B,Luke Frederick,DFL,56063
19A,Brian Daniels,R,55009
19A,Brian Daniels,R,55018
19A,Brian Daniels,R,55021
19A,Brian Daniels,R,55049
19A,Brian Daniels,R,55052
19A,Brian Daniels,R,55053
19A,Brian Daniels,R,55057
19A,Brian Daniels,R,55087
19A,Brian Daniels,R,55946
19A,Brian Daniels,R,55983
19A,Brian Daniels,R,55985
19A,Brian Daniels,R,55992
19A,Brian Daniels,R,56028
19A,Brian Daniels,R,56048
19A,Brian Daniels,R,56052
19A,Brian Daniels,R,56063
19A,Brian Daniels,R,56069
19A,Brian Daniels,R,56093
19A,Brian Daniels,R,56096
19B,John Petersburg,R,55049
19B,John Petersburg,R,55060
19B,John Petersburg,R,55924
19B,John Petersburg,R,55946
19B,John Petersburg,R,56048
19B,John Petersburg,R,56093
20A,Pam Altendorf,R,55009
20A,Pam Altendorf,R,55018
20A,Pam Altendorf,R,55026
20A,Pam Altendorf,R,55027
20A,Pam Altendorf,R,55031
20A,Pam Altendorf,R,55033
20A,Pam Altendorf,R,55041
20A,Pam Altendorf,R,55066
20A,Pam Altendorf,R,55089
20A,Pam Altendorf,R,55945
20A,Pam Altendorf,R,55946
20A,Pam Altendorf,R,55956
20A,Pam Altendorf,R,55957
20A,Pam Altendorf,R,55968
20A,Pam Altendorf,R,55981
20A,Pam Altendorf,R,55991
20B,Steven E. Jacob,R,55027
20B,Steven E. Jacob,R,55904
20B,Steven E. Jacob,R,55906
20B,Steven E. Jacob,R,55910
20B,Steven E. Jacob,R,55920
20B,Steven E. Jacob,R,55923
20B,Steven E. Jacob,R,55929
20B,Steven E. Jacob,R,55932
20B,Steven E. Jacob,R,55934
20B,Steven E. Jacob,R,55945
20B,Steven E. Jacob,R,55952
20B,Steven E. Jacob,R,55956
20B,Steven E. Jacob,R,55957
20B,Steven E. Jacob,R,55959
20B,Steven E. Jacob,R,55960
20B,Steven E. Jacob,R,55963
20B,Steven E. Jacob,R,55964
20B,Steven E. Jacob,R,55969
20B,Steven E. Jacob,R,55972
20B,Steven E. Jacob,R,55976
20B,Steven E. Jacob,R,55979
20B,Steven E. Jacob,R,55981
20B,Steven E. Jacob,R,55983
20B,Steven E. Jacob,R,55985
20B,Steven E. Jacob,R,55991
20B,Steven E. Jacob,R,55992
21A,Joe Schomacker,R,56019
21A,Joe Schomacker,R,56083
21A,Joe Schomacker,R,56101
21A,Joe Schomacker,R,56110
21A,Joe Schomacker,R,56113
21A,Joe Schomacker,R,56114
21A,Joe Schomacker,R,56115
21A,Joe Schomacker,R,56116
21A,Joe Schomacker,R,56118
21A,Joe Schomacker,R,56122
21A,Joe Schomacker,R,56123
21A,Joe Schomacker,R,56125
21A,Joe Schomacker,R,56128
21A,Joe Schomacker,R,56129
21A,Joe Schomacker,R,56131
21A,Joe Schomacker,R,56132
21A,Joe Schomacker,R,56134
21A,Joe Schomacker,R,56136
21A,Joe Schomacker,R,56137
21A,Joe Schomacker,R,56138
21A,Joe Schomacker,R,56139
21A,Joe Schomacker,R,56140
21A,Joe Schomacker,R,56141
21A,Joe Schomacker,R,56142
21A,Joe Schomacker,R,56144
21A,Joe Schomacker,R,56145
21A,Joe Schomacker,R,56146
21A,Joe Schomacker,R,56147
21A,Joe Schomacker,R,56149
21A,Joe Schomacker,R,56151
21A,Joe Schomacker,R,56152
21A,Joe Schomacker,R,56153
21A,Joe Schomacker,R,56155
21A,Joe Schomacker,R,56156
21A,Joe Schomacker,R,56158
21A,Joe Schomacker,R,56159
21A,Joe Schomacker,R,56164
21A,Joe Schomacker,R,56166
21A,Joe Schomacker,R,56168
21A,Joe Schomacker,R,56170
21A,Joe Schomacker,R,56172
21A,Joe Schomacker,R,56173
21A,Joe Schomacker,R,56174
21A,Joe Schomacker,R,56175
21A,Joe Schomacker,R,56178
21A,Joe Schomacker,R,56180
21A,Joe Schomacker,R,56183
21A,Joe Schomacker,R,56185
21A,Joe Schomacker,R,56186
21A,Joe Schomacker,R,56220
21A,Joe Schomacker,R,56280
21A,Joe Schomacker,R,56291
21B,Marj Fogelman,R,56019
21B,Marj Fogelman,R,56022
21B,Marj Fogelman,R,56081
21B,Marj Fogelman,R,56101
21B,Marj Fogelman,R,56111
21B,Marj Fogelman,R,56117
21B,Marj Fogelman,R,56118
21B,Marj Fogelman,R,56119
21B,Marj Fogelman,R,56120
21B,Marj Fogelman,R,56131
21B,Marj Fogelman,R,56137
21B,Marj Fogelman,R,56141
21B,Marj Fogelman,R,56143
21B,Marj Fogelman,R,56150
21B,Marj Fogelman,R,56159
21B,Marj Fogelman,R,56160
21B,Marj Fogelman,R,56161
21B,Marj Fogelman,R,56162
21B,Marj Fogelman,R,56165
21B,Marj Fogelman,R,56167
21B,Marj Fogelman,R,56168
21B,Marj Fogelman,R,56171
21B,Marj Fogelman,R,56176
21B,Marj Fogelman,R,56181
21B,Marj Fogelman,R,56185
21B,Marj Fogelman,R,56187
22A,Bjorn Olson,R,56001
22A,Bjorn Olson,R,56010
22A,Bjorn Olson,R,56013
22A,Bjorn Olson,R,56023
22A,Bjorn Olson,R,56027
22A,Bjorn Olson,R,56031
22A,Bjorn Olson,R,56034
22A,Bjorn Olson,R,56037
22A,Bjorn Olson,R,56039
22A,Bjorn Olson,R,56048
22A,Bjorn Olson,R,56055
22A,Bjorn Olson,R,56056
22A,Bjorn Olson,R,56060
22A,Bjorn Olson,R,56062
22A,Bjorn Olson,R,56065
22A,Bjorn Olson,R,56068
22A,Bjorn Olson,R,56075
22A,Bjorn Olson,R,56078
22A,Bjorn Olson,R,56081
22A,Bjorn Olson,R,56088
22A,Bjorn Olson,R,56090
22A,Bjorn Olson,R,56098
22A,Bjorn Olson,R,56111
22A,Bjorn Olson,R,56121
22A,Bjorn Olson,R,56127
22A,Bjorn Olson,R,56162
22A,Bjorn Olson,R,56171
22A,Bjorn Olson,R,56176
22A,Bjorn Olson,R,56181
22B,Brian H. Pfarr,R,55021
22B,Brian H. Pfarr,R,55046
22B,Brian H. Pfarr,R,55352
22B,Brian H. Pfarr,R,56001
22B,Brian H. Pfarr,R,56011
22B,Brian H. Pfarr,R,56017
22B,Brian H. Pfarr,R,56024
22B,Brian H. Pfarr,R,56028
22B,Brian H. Pfarr,R,56044
22B,Brian H. Pfarr,R,56048
22B,Brian H. Pfarr,R,56050
22B,Brian H. Pfarr,R,56052
22B,Brian H. Pfarr,R,56057
22B,Brian H. Pfarr,R,56058
22B,Brian H. Pfarr,R,56063
22B,Brian H. Pfarr,R,56069
22B,Brian H. Pfarr,R,56071
22B,Brian H. Pfarr,R,56078
22B,Brian H. Pfarr,R,56080
22B,Brian H. Pfarr,R,56082
22B,Brian H. Pfarr,R,56096
23A,Peggy Bennett,R,55060
23A,Peggy Bennett,R,55917
23A,Peggy Bennett,R,55924
23A,Peggy Bennett,R,56007
23A,Peggy Bennett,R,56009
23A,Peggy Bennett,R,56013
23A,Peggy Bennett,R,56014
23A,Peggy Bennett,R,56016
23A,Peggy Bennett,R,56020
23A,Peggy Bennett,R,56023
23A,Peggy Bennett,R,56025
23A,Peggy Bennett,R,56026
23A,Peggy Bennett,R,56027
23A,Peggy Bennett,R,56029
23A,Peggy Bennett,R,56032
23A,Peggy Bennett,R,56033
23A,Peggy Bennett,R,56035
23A,Peggy Bennett,R,56036
23A,Peggy Bennett,R,56042
23A,Peggy Bennett,R,56043
23A,Peggy Bennett,R,56045
23A,Peggy Bennett,R,56046
23A,Peggy Bennett,R,56048
23A,Peggy Bennett,R,56051
23A,Peggy Bennett,R,56065
23A,Peggy Bennett,R,56068
23A,Peggy Bennett,R,56072
23A,Peggy Bennett,R,56078
23A,Peggy Bennett,R,56089
23A,Peggy Bennett,R,56091
23A,Peggy Bennett,R,56093
23A,Peggy Bennett,R,56097
23B,Patricia Mueller,R,55909
23B,Patricia Mueller,R,55912
23B,Patricia Mueller,R,55917
23B,Patricia Mueller,R,55918
23B,Patricia Mueller,R,55926
23B,Patricia Mueller,R,55933
23B,Patricia Mueller,R,55936
23B,Patricia Mueller,R,55940
23B,Patricia Mueller,R,55950
23B,Patricia Mueller,R,55951
23B,Patricia Mueller,R,55953
23B,Patricia Mueller,R,55967
23B,Patricia Mueller,R,55970
23B,Patricia Mueller,R,55973
23B,Patricia Mueller,R,55977
23B,Patricia Mueller,R,55982
23B,Patricia Mueller,R,56007
23B,Patricia Mueller,R,56036
23B,Patricia Mueller,R,56043
23B,Patricia Mueller,R,56045
24A,Duane Quam,R,55901
24A,Duane Quam,R,55902
24A,Duane Quam,R,55904
24A,Duane Quam,R,55917
24A,Duane Quam,R,55920
24A,Duane Quam,R,55924
24A,Duane Quam,R,55927
24A,Duane Quam,R,55940
24A,Duane Quam,R,55944
24A,Duane Quam,R,55946
24A,Duane Quam,R,55955
24A,Duane Quam,R,55960
24A,Duane Quam,R,55963
24A,Duane Quam,R,55976
24A,Duane Quam,R,55985
24B,Tina Liebling,DFL,55901
24B,Tina Liebling,DFL,55902
24B,Tina Liebling,DFL,55904
25A,Kim Hicks,DFL,55901
25A,Kim Hicks,DFL,55904
25A,Kim Hicks,DFL,55906
25A,Kim Hicks,DFL,55932
25A,Kim Hicks,DFL,55934
25A,Kim Hicks,DFL,55956
25A,Kim Hicks,DFL,55960
25A,Kim Hicks,DFL,55963
25A,Kim Hicks,DFL,55991
25B,Andrew Smith,DFL,55901
25B,Andrew Smith,DFL,55902
25B,Andrew Smith,DFL,55904
25B,Andrew Smith,DFL,55906
26A,Gene Pelowski Jr.,DFL,55910
26A,Gene Pelowski Jr.,DFL,55925
26A,Gene Pelowski Jr.,DFL,55943
26A,Gene Pelowski Jr.,DFL,55947
26A,Gene Pelowski Jr.,DFL,55952
26A,Gene Pelowski Jr.,DFL,55959
26A,Gene Pelowski Jr.,DFL,55962
26A,Gene Pelowski Jr.,DFL,55969
26A,Gene Pelowski Jr.,DFL,55971
26A,Gene Pelowski Jr.,DFL,55972
26A,Gene Pelowski Jr.,DFL,55979
26A,Gene Pelowski Jr.,DFL,55987
26A,Gene Pelowski Jr.,DFL,55988
26B,Gregory M. Davids,R,55919
26B,Gregory M. Davids,R,55921
26B,Gregory M. Davids,R,55922
26B,Gregory M. Davids,R,55923
26B,Gregory M. Davids,R,55931
26B,Gregory M. Davids,R,55935
26B,Gregory M. Davids,R,55936
26B,Gregory M. Davids,R,55939
26B,Gregory M. Davids,R,55941
26B,Gregory M. Davids,R,55943
26B,Gregory M. Davids,R,55947
26B,Gregory M. Davids,R,55949
26B,Gregory M. Davids,R,55951
26B,Gregory M. Davids,R,55954
26B,Gregory M. Davids,R,55961
26B,Gregory M. Davids,R,55962
26B,Gregory M. Davids,R,55965
26B,Gregory M. Davids,R,55967
26B,Gregory M. Davids,R,55971
26B,Gregory M. Davids,R,55974
26B,Gregory M. Davids,R,55975
26B,Gregory M. Davids,R,55976
26B,Gregory M. Davids,R,55990
27A,Shane Mekeland,R,55308
27A,Shane Mekeland,R,55309
27A,Shane Mekeland,R,55319
27A,Shane Mekeland,R,55330
27A,Shane Mekeland,R,55371
27A,Shane Mekeland,R,55398
27A,Shane Mekeland,R,56304
27B,Kurt Daudt,R,55005
27B,Kurt Daudt,R,55008
27B,Kurt Daudt,R,55040
27B,Kurt Daudt,R,55070
27B,Kurt Daudt,R,55330
27B,Kurt Daudt,R,55371
27B,Kurt Daudt,R,55398
27B,Kurt Daudt,R,56353
27B,Kurt Daudt,R,56357
28A,Brian Johnson,R,55006
28A,Brian Johnson,R,55008
28A,Brian Johnson,R,55017
28A,Brian Johnson,R,55029
28A,Brian Johnson,R,55032
28A,Brian Johnson,R,55040
28A,Brian Johnson,R,55056
28A,Brian Johnson,R,55069
28A,Brian Johnson,R,55079
28A,Brian Johnson,R,55080
28A,Brian Johnson,R,55371
28A,Brian Johnson,R,56358
28B,Anne Neu Brindley,R,55012
28B,Anne Neu Brindley,R,55013
28B,Anne Neu Brindley,R,55025
28B,Anne Neu Brindley,R,55032
28B,Anne Neu Brindley,R,55045
28B,Anne Neu Brindley,R,55056
28B,Anne Neu Brindley,R,55069
28B,Anne Neu Brindley,R,55073
28B,Anne Neu Brindley,R,55074
28B,Anne Neu Brindley,R,55079
28B,Anne Neu Brindley,R,55084
28B,Anne Neu Brindley,R,55092
29A,Joseph McDonald,R,55302
29A,Joseph McDonald,R,55313
29A,Joseph McDonald,R,55320
29A,Joseph McDonald,R,55321
29A,Joseph McDonald,R,55325
29A,Joseph McDonald,R,55328
29A,Joseph McDonald,R,55349
29A,Joseph McDonald,R,55353
29A,Joseph McDonald,R,55355
29A,Joseph McDonald,R,55358
29A,Joseph McDonald,R,55363
29A,Joseph McDonald,R,55373
29A,Joseph McDonald,R,55382
29A,Joseph McDonald,R,55388
29A,Joseph McDonald,R,55389
29A,Joseph McDonald,R,55390
29A,Joseph McDonald,R,55395
29B,Marion O'Neill,R,55313
29B,Marion O'Neill,R,55320
29B,Marion O'Neill,R,55358
29B,Marion O'Neill,R,55362
29B,Marion O'Neill,R,55376
30A,Walter Hudson,R,55301
30A,Walter Hudson,R,55313
30A,Walter Hudson,R,55328
30A,Walter Hudson,R,55330
30A,Walter Hudson,R,55341
30A,Walter Hudson,R,55362
30A,Walter Hudson,R,55373
30A,Walter Hudson,R,55376
30B,Paul Novotny,R,55070
30B,Paul Novotny,R,55303
30B,Paul Novotny,R,55330
30B,Paul Novotny,R,55374
31A,Harry Niska,R,55303
31A,Harry Niska,R,55304
31B,Peggy Scott,R,55005
31B,Peggy Scott,R,55011
31B,Peggy Scott,R,55040
31B,Peggy Scott,R,55079
31B,Peggy Scott,R,55092
31B,Peggy Scott,R,55303
31B,Peggy Scott,R,55304
32A,Nolan West,R,55014
32A,Nolan West,R,55025
32A,Nolan West,R,55092
32A,Nolan West,R,55304
32A,Nolan West,R,55434
32A,Nolan West,R,55449
32B,Matt Norris,DFL,55014
32B,Matt Norris,DFL,55434
32B,Matt Norris,DFL,55449
33A,Patti Anderson,R,55025
33A,Patti Anderson,R,55038
33A,Patti Anderson,R,55073
33A,Patti Anderson,R,55082
33A,Patti Anderson,R,55090
33A,Patti Anderson,R,55110
33A,Patti Anderson,R,55115
33B,Josiah Hill,DFL,55003
33B,Josiah Hill,DFL,55025
33B,Josiah Hill,DFL,55038
33B,Josiah Hill,DFL,55047
33B,Josiah Hill,DFL,55073
33B,Josiah Hill,DFL,55082
34A,Danny Nadeau,R,55311
34A,Danny Nadeau,R,55316
34A,Danny Nadeau,R,55327
34A,Danny Nadeau,R,55369
34A,Danny Nadeau,R,55374
34B,Melissa Hortman,DFL,55316
34B,Melissa Hortman,DFL,55433
34B,Melissa Hortman,DFL,55443
34B,Melissa Hortman,DFL,55444
34B,Melissa Hortman,DFL,55445
34B,Melissa Hortman,DFL,55448
35A,Zack Stephenson,DFL,55303
35A,Zack Stephenson,DFL,55304
35A,Zack Stephenson,DFL,55433
35A,Zack Stephenson,DFL,55448
35B,Jerry Newton,DFL,55304
35B,Jerry Newton,DFL,55433
35B,Jerry Newton,DFL,55448
36A,Elliott Engen,R,55014
36A,Elliott Engen,R,55025
36A,Elliott Engen,R,55038
36A,Elliott Engen,R,55110
36A,Elliott Engen,R,55126
36A,Elliott Engen,R,55127
36B,Brion Curran,DFL,55109
36B,Brion Curran,DFL,55110
36B,Brion Curran,DFL,55115
36B,Brion Curran,DFL,55127
37A,Kristin Robbins,R,55311
37A,Kristin Robbins,R,55328
37A,Kristin Robbins,R,55340
37A,Kristin Robbins,R,55356
37A,Kristin Robbins,R,55357
37A,Kristin Robbins,R,55359
37A,Kristin Robbins,R,55373
37A,Kristin Robbins,R,55374
37A,Kristin Robbins,R,55391
37B,Kristin Bahner,DFL,55311
37B,Kristin Bahner,DFL,55369
38A,Mike Nelson,DFL,55369
38A,Mike Nelson,DFL,55428
38A,Mike Nelson,DFL,55429
38A,Mike Nelson,DFL,55443
38A,Mike Nelson,DFL,55445
38B,Samantha Vang,DFL,55429
38B,Samantha Vang,DFL,55430
38B,Samantha Vang,DFL,55443
38B,Samantha Vang,DFL,55444
39A,Erin Koegel,DFL,55421
39A,Erin Koegel,DFL,55432
39A,Erin Koegel,DFL,55433
39B,Sandra Feist,DFL,55112
39B,Sandra Feist,DFL,55418
39B,Sandra Feist,DFL,55421
40A,Kelly Moller,DFL,55112
40A,Kelly Moller,DFL,55126
40B,Jamie Becker-Finn,DFL,55112
40B,Jamie Becker-Finn,DFL,55113
40B,Jamie Becker-Finn,DFL,55126
41A,Mark Wiens,R,55001
41A,Mark Wiens,R,55016
41A,Mark Wiens,R,55033
41A,Mark Wiens,R,55042
41A,Mark Wiens,R,55043
41A,Mark Wiens,R,55082
41A,Mark Wiens,R,55115
41B,Shane Hudella,R,55016
41B,Shane Hudella,R,55033
42A,Ned Carroll,DFL,55311
42A,Ned Carroll,DFL,55391
42A,Ned Carroll,DFL,55441
42A,Ned Carroll,DFL,55446
42A,Ned Carroll,DFL,55447
42B,Ginny Klevorn,DFL,55441
42B,Ginny Klevorn,DFL,55442
42B,Ginny Klevorn,DFL,55446
42B,Ginny Klevorn,DFL,55447
43A,Cedrick R. Frazier,DFL,55422
43A,Cedrick R. Frazier,DFL,55427
43A,Cedrick R. Frazier,DFL,55428
43A,Cedrick R. Frazier,DFL,55429
43B,Mike Freiberg,DFL,55416
43B,Mike Freiberg,DFL,55422
43B,Mike Freiberg,DFL,55426
43B,Mike Freiberg,DFL,55427
43B,Mike Freiberg,DFL,55441
44A,Peter M Fischer,DFL,55109
44A,Peter M Fischer,DFL,55113
44A,Peter M Fischer,DFL,55117
44A,Peter M Fischer,DFL,55127
44B,Leon M. Lillie,DFL,55109
44B,Leon M. Lillie,DFL,55115
44B,Leon M. Lillie,DFL,55119
44B,Leon M. Lillie,DFL,55128
45A,Andrew Myers,R,55323
45A,Andrew Myers,R,55331
45A,Andrew Myers,R,55356
45A,Andrew Myers,R,55359
45A,Andrew Myers,R,55361
45A,Andrew Myers,R,55364
45A,Andrew Myers,R,55375
45A,Andrew Myers,R,55384
45A,Andrew Myers,R,55388
45A,Andrew Myers,R,55391
45A,Andrew Myers,R,55392
45B,Patty Acomb,DFL,55305
45B,Patty Acomb,DFL,55331
45B,Patty Acomb,DFL,55343
45B,Patty Acomb,DFL,55345
45B,Patty Acomb,DFL,55391
45B,Patty Acomb,DFL,55426
46A,Larry Kraft,DFL,55305
46A,Larry Kraft,DFL,55416
46A,Larry Kraft,DFL,55426
46B,Cheryl Youakim,DFL,55305
46B,Cheryl Youakim,DFL,55343
46B,Cheryl Youakim,DFL,55416
46B,Cheryl Youakim,DFL,55424
46B,Cheryl Youakim,DFL,55426
46B,Cheryl Youakim,DFL,55436
47A,Amanda Hemmingsen-Jaeger,DFL,55119
47A,Amanda Hemmingsen-Jaeger,DFL,55125
47B,Ethan Cha,DFL,55125
47B,Ethan Cha,DFL,55129
48A,Jim Nash,R,55318
48A,Jim Nash,R,55322
48A,Jim Nash,R,55331
48A,Jim Nash,R,55360
48A,Jim Nash,R,55368
48A,Jim Nash,R,55386
48A,Jim Nash,R,55387
48A,Jim Nash,R,55397
48B,Lucy Rehm,DFL,55317
48B,Lucy Rehm,DFL,55318
48B,Lucy Rehm,DFL,55331
49A,Laurie Pryor,DFL,55343
49A,Laurie Pryor,DFL,55344
49A,Laurie Pryor,DFL,55345
49A,Laurie Pryor,DFL,55346
49B,Carlie Kotyza-Witthuhn,DFL,55344
49B,Carlie Kotyza-Witthuhn,DFL,55347
50A,Heather Edelson,DFL,55410
50A,Heather Edelson,DFL,55416
50A,Heather Edelson,DFL,55423
50A,Heather Edelson,DFL,55424
50A,Heather Edelson,DFL,55431
50A,Heather Edelson,DFL,55435
50A,Heather Edelson,DFL,55437
50A,Heather Edelson,DFL,55438
50A,Heather Edelson,DFL,55439
50B,Steve Elkins,DFL,55431
50B,Steve Elkins,DFL,55437
50B,Steve Elkins,DFL,55438
50B,Steve Elkins,DFL,55439
51A,Michael Howard,DFL,55111
51A,Michael Howard,DFL,55417
51A,Michael Howard,DFL,55423
51A,Michael Howard,DFL,55450
51B,Nathan Coulter,DFL,55420
51B,Nathan Coulter,DFL,55425
51B,Nathan Coulter,DFL,55431
52A,Liz Reyer,DFL,55121
52A,Liz Reyer,DFL,55122
52A,Liz Reyer,DFL,55337
52B,Ruth Richardson,DFL,55118
52B,Ruth Richardson,DFL,55120
52B,Ruth Richardson,DFL,55121
52B,Ruth Richardson,DFL,55122
52B,Ruth Richardson,DFL,55123
52B,Ruth Richardson,DFL,55150
53A,Mary Frances Clardy,DFL,55076
53A,Mary Frances Clardy,DFL,55077
53A,Mary Frances Clardy,DFL,55118
53A,Mary Frances Clardy,DFL,55123
53B,Rick Hansen,DFL,55016
53B,Rick Hansen,DFL,55055
53B,Rick Hansen,DFL,55071
53B,Rick Hansen,DFL,55075
53B,Rick Hansen,DFL,55076
53B,Rick Hansen,DFL,55129
54A,Brad Tabke,DFL,55379
54B,Ben Bakeberg,R,55352
54B,Ben Bakeberg,R,55372
54B,Ben Bakeberg,R,55379
55A,Jess Hanson,DFL,55337
55A,Jess Hanson,DFL,55372
55A,Jess Hanson,DFL,55378
55B,Kaela Berg,DFL,55124
55B,Kaela Berg,DFL,55306
55B,Kaela Berg,DFL,55337
56A,Robert Bierman,DFL,55068
56A,Robert Bierman,DFL,55124
56B,John Huot,DFL,55068
56B,John Huot,DFL,55122
56B,John Huot,DFL,55123
56B,John Huot,DFL,55124
57A,Jon Koznick,R,55020
57A,Jon Koznick,R,55024
57A,Jon Koznick,R,55044
57A,Jon Koznick,R,55054
57A,Jon Koznick,R,55057
57A,Jon Koznick,R,55088
57A,Jon Koznick,R,55372
57B,Jeff Witte,R,55024
57B,Jeff Witte,R,55044
57B,Jeff Witte,R,55068
58A,Kristi Pursell,DFL,55019
58A,Kristi Pursell,DFL,55020
58A,Kristi Pursell,DFL,55021
58A,Kristi Pursell,DFL,55046
58A,Kristi Pursell,DFL,55057
58A,Kristi Pursell,DFL,55088
58A,Kristi Pursell,DFL,55352
58A,Kristi Pursell,DFL,55372
58A,Kristi Pursell,DFL,56069
58A,Kristi Pursell,DFL,56071
58B,Patrick Garofalo,R,55009
58B,Patrick Garofalo,R,55018
58B,Patrick Garofalo,R,55024
58B,Patrick Garofalo,R,55031
58B,Patrick Garofalo,R,55033
58B,Patrick Garofalo,R,55053
58B,Patrick Garofalo,R,55057
58B,Patrick Garofalo,R,55065
58B,Patrick Garofalo,R,55068
58B,Patrick Garofalo,R,55085
58B,Patrick Garofalo,R,55089
58B,Patrick Garofalo,R,55946
59A,Fue Lee,DFL,55411
59A,Fue Lee,DFL,55412
59A,Fue Lee,DFL,55422
59A,Fue Lee,DFL,55430
59B,Esther Agbaje,DFL,55401
59B,Esther Agbaje,DFL,55403
59B,Esther Agbaje,DFL,55405
59B,Esther Agbaje,DFL,55411
59B,Esther Agbaje,DFL,55413
59B,Esther Agbaje,DFL,55414
59B,Esther Agbaje,DFL,55415
60A,Sydney Jordan,DFL,55413
60A,Sydney Jordan,DFL,55414
60A,Sydney Jordan,DFL,55418
60B,Mohamud Noor,DFL,55414
60B,Mohamud Noor,DFL,55454
60B,Mohamud Noor,DFL,55455
61A,Frank Hornstein,DFL,55401
61A,Frank Hornstein,DFL,55402
61A,Frank Hornstein,DFL,55403
61A,Frank Hornstein,DFL,55404
61A,Frank Hornstein,DFL,55405
61A,Frank Hornstein,DFL,55408
61A,Frank Hornstein,DFL,55415
61A,Frank Hornstein,DFL,55416
61A,Frank Hornstein,DFL,55487
61B,Jamie Long,DFL,55408
61B,Jamie Long,DFL,55409
61B,Jamie Long,DFL,55410
61B,Jamie Long,DFL,55416
61B,Jamie Long,DFL,55419
62A,Aisha Gomez,DFL,55403
62A,Aisha Gomez,DFL,55404
62A,Aisha Gomez,DFL,55405
62A,Aisha Gomez,DFL,55407
62A,Aisha Gomez,DFL,55408
62A,Aisha Gomez,DFL,55409
62B,Hodan Hassan,DFL,55404
62B,Hodan Hassan,DFL,55407
62B,Hodan Hassan,DFL,55409
62B,Hodan Hassan,DFL,55419
63A,Samantha Sencer-Mura,DFL,55404
63A,Samantha Sencer-Mura,DFL,55406
63A,Samantha Sencer-Mura,DFL,55407
63A,Samantha Sencer-Mura,DFL,55414
63B,Emma Greenman,DFL,55406
63B,Emma Greenman,DFL,55407
63B,Emma Greenman,DFL,55410
63B,Emma Greenman,DFL,55417
63B,Emma Greenman,DFL,55419
64A,Kaohly Vang Her,DFL,55102
64A,Kaohly Vang Her,DFL,55104
64A,Kaohly Vang Her,DFL,55105
64B,Dave Pinto,DFL,55102
64B,Dave Pinto,DFL,55105
64B,Dave Pinto,DFL,55116
65A,Samakab Hussein,DFL,55102
65A,Samakab Hussein,DFL,55103
65A,Samakab Hussein,DFL,55104
65A,Samakab Hussein,DFL,55117
65A,Samakab Hussein,DFL,55130
65B,María Isa Pérez-Vega,DFL,55101
65B,María Isa Pérez-Vega,DFL,55102
65B,María Isa Pérez-Vega,DFL,55107
65B,María Isa Pérez-Vega,DFL,55118
65B,María Isa Pérez-Vega,DFL,55130
66A,Leigh Finke,DFL,55104
66A,Leigh Finke,DFL,55108
66A,Leigh Finke,DFL,55113
66A,Leigh Finke,DFL,55114
66B,Athena Hollins,DFL,55103
66B,Athena Hollins,DFL,55106
66B,Athena Hollins,DFL,55108
66B,Athena Hollins,DFL,55113
66B,Athena Hollins,DFL,55117
66B,Athena Hollins,DFL,55130
67A,Liz Lee,DFL,55106
67A,Liz Lee,DFL,55119
67A,Liz Lee,DFL,55130
67B,Jay Xiong,DFL,55106
67B,Jay Xiong,DFL,55119
67B,Jay Xiong,DFL,55130
